id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
"#meta +id","#meta +code","#loc +airport +type","#loc +airport +name","#geo +lat","#geo +lon","#geo +elevation +ft","#region +continent +code","#country +name","#country +code +iso2","#adm1 +name","#adm1 +code +iso","#adm1 +code +local","#loc +municipality +name","#status +scheduled","#loc +airport +code +gps","#loc +airport +code +iata","#loc +airport +code +local","#meta +url +airport","#meta +url +wikipedia","#meta +keywords","#meta +score","#date +updated"
29767,NZCB,small_airport,"Centre Bush Aerodrome",-46.040000915527344,168.31199645996094,255,OC,"New Zealand",NZ,"Southland Region",NZ-STL,STL,"Centre Bush",0,NZCB,,,,,,50,2009-08-10T14:10:23+00:00
29913,NZGB,small_airport,"Great Barrier Aerodrome",-36.24140167236328,175.4720001220703,20,OC,"New Zealand",NZ,"Auckland Region",NZ-AUK,AUK,Claris,0,NZGB,GBZ,,,https://en.wikipedia.org/wiki/Great_Barrier_Aerodrome,,50,2008-07-18T11:39:25+00:00
315006,NZ-0022,small_airport,"Cromwell/Louburn Airport",-44.982756,169.215696,1010,OC,"New Zealand",NZ,"Otago Region",NZ-OTA,OTA,Cromwell,0,NZCW,,,,,"Mount Pisa",50,2022-09-15T14:15:49+00:00
29870,NZFT,small_airport,"Flat Point Aerodrome",-41.243385,175.960228,46,OC,"New Zealand",NZ,"Wellington Region",NZ-WGN,WGN,"Flat Point",0,NZFT,,,,,,50,2022-09-19T13:52:41+00:00
429815,NZ-0029,small_airport,"Fox Glacier Aerodrome",-43.46111,170.01702,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,"Fox Glacier",0,NZFO,FGL,,,https://en.wikipedia.org/wiki/Fox_Glacier_Aerodrome,,50,2022-09-15T10:24:27+00:00
429825,NZ-0038,small_airport,"Cook Flat Airstrip",-43.45774,169.93639,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,"Fox Glacier",0,,,,,,,50,2022-09-14T14:15:20+00:00
29918,NZGR,small_airport,"Great Mercury Airport",-36.593635,175.764598,180,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,"Great Mercury Island / Ahuahu",0,NZGR,,,,,,50,2022-09-19T14:10:51+00:00
46489,NZ-0018,small_airport,"Gorge River Airstrip",-44.184574,168.192444,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,Haast,0,,,,,,,50,2022-09-14T11:03:01+00:00
429956,NZ-0084,small_airport,"Waro Airstrip",-35.580692,174.274725,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Hikurangi,0,,,,,,,50,2022-09-19T13:29:49+00:00
429937,NZ-0065,small_airport,"Rangiahua Airstrip",-35.315655,173.649822,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Horeke,0,,,,,,,50,2022-09-19T12:31:38+00:00
429915,NZ-0043,small_airport,"Waihopo Airstrip",-34.77493,173.09582,10,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Houhora,0,,,,,,,50,2022-09-19T11:19:27+00:00
429916,NZ-0044,small_airport,"Houhora North Airstrip",-34.76675,173.11199,180,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Houhora,0,,,,,,,50,2022-09-19T11:21:45+00:00
429951,NZ-0079,small_airport,"Ruapekapeka Airstrip",-35.4657,174.16772,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Hūkerenui,0,,,,,,,50,2022-09-19T13:19:21+00:00
429952,NZ-0080,small_airport,"Koheroa Airstrip",-35.46497,174.18424,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Hūkerenui,0,,,,,,,50,2022-09-19T13:19:11+00:00
429841,NZNF,small_airport,"Norfolk Airport",-39.205122,174.222565,875,OC,"New Zealand",NZ,"Taranaki Region",NZ-TKI,TKI,Inglewood,0,NZNF,,,,,,50,2022-09-15T12:34:46+00:00
429816,NZ-0030,small_airport,"Jackson Bay Aerodrome",-43.91599,168.88258,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,"Jackson Bay",0,,,,,,,50,2022-09-14T11:17:59+00:00
429817,NZ-0031,small_airport,"Cascade Lagoon Airstrip",-44.02742,168.37023,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,"Jackson Bay",0,,,,,,,50,2022-09-14T11:19:08+00:00
429818,NZ-0032,small_airport,"Hope River Airstrip",-44.08595,168.3253,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,"Jackson Bay",0,,,,,,,50,2022-09-14T11:20:01+00:00
429821,NZ-0035,small_airport,"Cascade Station Airstrip",-44.09453,168.5187,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,"Jackson Bay",0,,,,,,,50,2022-09-14T11:38:10+00:00
429819,NZ-0033,small_airport,"Hollyford River Aerodrome",-44.36083,168.00876,,OC,"New Zealand",NZ,"Southland Region",NZ-STL,STL,Jamestown,0,,,,,,,50,2022-09-14T11:29:21+00:00
30000,NZKO,small_airport,"Kaikohe Airport",-35.451099,173.817001,571,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kaikohe,0,NZKO,KKO,,,,,50,2022-09-19T12:49:59+00:00
429941,NZ-0069,small_airport,"Omapere Airstrip",-35.388037,173.785613,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kaikohe,0,,,,,,,50,2022-09-19T12:51:14+00:00
429942,NZ-0070,small_airport,"Remuera Settlement Airstrip",-35.37404,173.82952,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kaikohe,0,,,,,,,50,2022-09-19T12:52:14+00:00
44819,NZKD,small_airport,"Motu Kaikoura Island Aerodrome",-36.1781005859375,175.32400512695312,400,OC,"New Zealand",NZ,"Auckland Region",NZ-AUK,AUK,"Kaikoura Island",0,NZKD,,,,,,50,2009-08-23T20:36:51+00:00
429918,NZ-0046,small_airport,"Puriri Block Airstrip",-35.06246,173.33653,482,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kaingaroa,0,,,,,,,50,2022-09-19T11:42:31+00:00
429919,NZ-0047,small_airport,"Fisher Riley North Airstrip",-35.07869,173.36623,481,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kaitaia,0,,,,,,,50,2022-09-19T11:50:38+00:00
429920,NZ-0048,small_airport,"Fisher Riley South Airstrip",-35.10338,173.36966,340,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kaitaia,0,,,,,,,50,2022-09-19T11:51:16+00:00
429921,NZ-0049,small_airport,"Pamapuria Airstrip",-35.13336,173.36834,302,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kaitaia,0,,,,,,,50,2022-09-19T11:55:34+00:00
429922,NZ-0050,small_airport,"Te Rore Airstrip",-35.1806,173.37799,978,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kaitaia,0,,,,,,,50,2022-09-19T11:57:00+00:00
429923,NZ-0051,small_airport,"Takahue Airstrip",-35.21042,173.34838,497,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kaitaia,0,,,,,,,50,2022-09-19T11:58:08+00:00
429822,NZ-0036,small_airport,"Karangarua River Airstrip",-43.567869,169.785172,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,Karangarua,0,,,,,,,50,2022-09-14T11:41:03+00:00
429948,NZ-0076,small_airport,"Toots Airstrip",-35.38188,174.09782,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kawakawa,0,,,,,,,50,2022-09-19T13:08:36+00:00
326632,NZ-0027,small_airport,"Raoul Island Airstrip",-29.243879,-177.936544,,OC,"New Zealand",NZ,"(Area Outside Territorial Authority)",NZ-XX,XX,"Kermadec Islands",0,,,,,https://en.wikipedia.org/wiki/Kermadec_Islands#Raoul_Island_Station,,50,2022-09-19T14:16:38+00:00
429928,NZ-0056,small_airport,"Ahu Airstrip",-35.29343,173.46148,479,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kohukohu,0,,,,,,,50,2022-09-19T12:18:48+00:00
32070,NZLD,small_airport,"Limestone Downs Airport",-37.47999954223633,174.7449951171875,596,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,"Limestone Downs",0,NZLD,,,,,,50,2008-07-18T11:18:42+00:00
429933,NZ-0061,small_airport,"Mangamuka Bridge Airstrip",-35.24734,173.5394,371,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Mangamuka,0,,,,,,,50,2022-09-19T12:25:33+00:00
429949,NZ-0077,small_airport,"Waitotehoanga Airstrip",-35.46282,174.09264,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Maromaku,0,,,,,,,50,2022-09-19T13:14:12+00:00
429950,NZ-0078,small_airport,"Maromaku West Airstrip",-35.46502,174.0892,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Maromaku,0,,,,,,,50,2022-09-19T13:19:29+00:00
32074,NZMZ,small_airport,"Matakana Island Airport",-37.599998474121094,176.08299255371094,95,OC,"New Zealand",NZ,"Bay of Plenty Region",NZ-BOP,BOP,"Matakana Island",0,NZMZ,,,,,,50,2008-07-18T10:52:12+00:00
30123,NZAG,closed,"Matarangi Airport",-36.731701,175.649994,10,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,Matarangi,0,,,,,,NZAG,50,2022-09-19T14:11:14+00:00
429820,NZ-0034,small_airport,"Hollyford Airstrip",-44.7369,168.13302,,OC,"New Zealand",NZ,"Southland Region",NZ-STL,STL,"Milford Sound",0,,,,,,,50,2022-09-14T11:31:20+00:00
32072,NZML,small_airport,"Molesworth Airport",-42.08300018310547,173.2830047607422,2813,OC,"New Zealand",NZ,"Marlborough Region",NZ-MBH,MBH,Molesworth,0,NZML,,,,,,50,2008-07-18T11:05:25+00:00
32075,NZOI,small_airport,"Motiti Island Airport",-37.632999420166016,176.41700744628906,135,OC,"New Zealand",NZ,"Bay of Plenty Region",NZ-BOP,BOP,"Motiti Island",0,NZOI,,,,,,50,2008-07-18T10:51:02+00:00
32067,NZAE,small_airport,"Mount Tarawera Airport",-38.233001708984375,176.51699829101562,3100,OC,"New Zealand",NZ,"Bay of Plenty Region",NZ-BOP,BOP,"Mount Tarawera",0,NZAE,,,,,,50,2008-07-18T10:50:28+00:00
43201,NZ-0017,small_airport,"Neils Beach Aerodrome",-43.997523,168.661659,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,"Neils Beach",0,,,,,,,50,2022-09-14T11:17:11+00:00
429913,NZ-0041,small_airport,"Rarawa Airport",-34.70214,173.02269,171,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Ngataki,0,,,,,,,50,2022-09-19T11:17:26+00:00
429914,NZ-0042,small_airport,"Ngataki Airport",-34.76319,173.05531,194,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Ngataki,0,,,,,,,50,2022-09-19T11:16:57+00:00
30204,NZMQ,heliport,"Oaonui Heliport",-39.39984130859375,173.8098602294922,112,OC,"New Zealand",NZ,"Taranaki Region",NZ-TKI,TKI,Oaonui,0,NZMQ,,,,,,50,2009-08-23T20:08:11+00:00
429938,NZ-0066,small_airport,"Waimaho Airstrip",-35.331852,173.698932,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Ōkaihau,0,,,,,,,50,2022-09-19T12:32:33+00:00
429940,NZ-0068,small_airport,"Waihou Valley Airstrip",-35.29749,173.73129,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Ōkaihau,0,,,,,,,50,2022-09-19T12:36:08+00:00
429944,NZ-0072,small_airport,"Pouerua Airstrip",-35.370921,173.938174,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Pakaraka,0,,,,,,,50,2022-09-19T12:56:20+00:00
429945,NZ-0073,small_airport,"Waiaruhe Airstrip",-35.35806,173.91905,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Pakaraka,0,,,,,,,50,2022-09-19T12:57:37+00:00
429947,NZ-0075,small_airport,"Te Kene Airstrip",-35.338778,173.977186,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Pakaraka,0,,,,,,,50,2022-09-19T13:00:18+00:00
429824,NZ-0037,small_airport,"Paringa Airstrip",-43.7131,169.47975,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,Paringa,0,,,,,,,50,2022-09-14T14:13:01+00:00
429932,NZ-0060,small_airport,"Kohe Airstrip",-35.31355,173.29435,349,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Pawarenga,0,,,,,,,50,2022-09-19T12:23:21+00:00
32076,NZPK,closed,"Pikes Point Airport",-36.9282989502,174.81199646,,OC,"New Zealand",NZ,"Auckland Region",NZ-AUK,AUK,"Pikes Point",0,,,,,,"NZPK, NZPK",50,2013-08-06T15:26:16+00:00
30280,NZPO,small_airport,"Pōrangahau Aerodrome",-40.279264,176.6502,200,OC,"New Zealand",NZ,"Hawke's Bay Region",NZ-HKB,HKB,Pōrangahau,0,NZPO,,,,,,50,2022-09-19T13:53:43+00:00
314996,NZ-0020,small_airport,"Center Island Airstrip",-46.4549,167.8495,30,OC,"New Zealand",NZ,"Southland Region",NZ-STL,STL,"Raratoka Island",0,,,,,,,50,2015-07-16T23:49:33+00:00
30462,NZTS,small_airport,"Taharoa Aerodrome",-38.18109893798828,174.70799255371094,69,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,Taharoa,0,NZTS,THH,,,,,50,2009-08-23T21:12:45+00:00
43024,NZ-0015,small_airport,"Taitapu Ag strip",-43.67060089111328,172.58999633789062,,OC,"New Zealand",NZ,"Canterbury Region",NZ-CAN,CAN,Taitapu,0,,,,,,,50,2009-01-12T09:47:43+00:00
355373,NZCG,small_airport,"Centennial Park Aerodrome",-38.665278,176.134722,1506,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,Taupo,0,NZCG,,,,,,50,2022-06-30T06:53:29+00:00
429910,NZ-0039,small_airport,"Te Paki Airport",-34.49023,172.76732,595,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,"Te Kao",0,,,,,,,50,2022-09-19T11:12:34+00:00
429911,NZWQ,small_airport,"Waitiki Aerodrome",-34.52782,172.83805,190,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,"Te Kao",0,NZWQ,,,,,,50,2022-09-19T11:06:27+00:00
30489,NZTO,small_airport,"Tokoroa Airfield",-38.236698150634766,175.89199829101562,1220,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,Tokoroa,0,NZTO,TKZ,,,,,50,2009-08-23T19:49:45+00:00
429934,NZ-0062,small_airport,"Rotokoma Airstrip",-35.26083,173.56304,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Umawera,0,,,,,,,50,2022-09-19T12:26:59+00:00
429935,NZ-0063,small_airport,"Kahikatoa Airstrip",-35.28273,173.5509,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Umawera,0,,,,,,,50,2022-09-19T12:27:34+00:00
429936,NZ-0064,small_airport,"Umawera Airstrip",-35.28507,173.59184,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Umawera,0,,,,,,,50,2022-09-19T12:28:01+00:00
30548,NZWM,small_airport,"Waimate Airport",-44.790343,171.090087,79,OC,"New Zealand",NZ,"Canterbury Region",NZ-CAN,CAN,Waimate,0,NZWM,,,,,,50,2021-10-14T17:18:10+00:00
429943,NZ-0071,small_airport,"Maungaparenua Airstrip",-35.21926,173.87409,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Waipapa,0,,,,,,,50,2022-09-19T12:53:09+00:00
429957,NZ-0085,small_airport,"Tahere Airstrip",-35.69626,174.43641,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Whareora,0,,,,,,,50,2022-09-19T13:31:52+00:00
44670,NZBC,heliport,"ASB Bank Centre Heliport",-36.84989929199219,174.76199340820312,468,OC,"New Zealand",NZ,"Auckland Region",NZ-AUK,AUK,Aukland,0,NZBC,,,,,,0,2009-08-10T08:55:45+00:00
44671,NZJL,heliport,"Aukland Hospital Helipad",-36.85919952392578,174.7689971923828,204,OC,"New Zealand",NZ,"Auckland Region",NZ-AUK,AUK,Aukland,0,NZJL,,,,,,0,2009-08-10T08:56:35+00:00
315020,NZ-0023,heliport,"Middlemore Hospital Helipad",-36.9632,174.8452,10,OC,"New Zealand",NZ,"Auckland Region",NZ-AUK,AUK,Aukland,0,,,,,,,0,2015-07-19T12:00:43+00:00
44841,NZJB,heliport,"Wairau Hospital Heliport",-41.53689956665039,173.94400024414062,100,OC,"New Zealand",NZ,"Marlborough Region",NZ-MBH,MBH,Blenheim,0,NZJB,,,,,,0,2009-08-23T20:55:39+00:00
44678,NZBW,heliport,"Burwood Hospital Heliport",-43.479698181152344,172.68699645996094,16,OC,"New Zealand",NZ,"Canterbury Region",NZ-CAN,CAN,Christchurch,0,NZBW,,,,,,0,2009-08-10T14:02:42+00:00
44802,NZJC,heliport,"Christchurch Hospital Heliport",-43.53670120239258,172.6219940185547,55,OC,"New Zealand",NZ,"Canterbury Region",NZ-CAN,CAN,Christchurch,0,NZJC,,,,,,0,2009-08-23T20:44:11+00:00
44808,NZGI,heliport,"Garden City Heliport",-43.49330139160156,172.54800415039062,89,OC,"New Zealand",NZ,"Canterbury Region",NZ-CAN,CAN,Christchurch,0,NZGI,,,,,,0,2009-08-23T20:46:59+00:00
429844,NZDU,heliport,"Dunstan Hospital Heliport",-45.20092,169.331669,554,OC,"New Zealand",NZ,"Otago Region",NZ-OTA,OTA,Clyde,0,NZDU,,,,,,0,2022-09-15T14:40:20+00:00
44803,NZJE,heliport,"Dargaville Hospital Heliport",-35.92890167236328,173.87600708007812,102,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Dargaville,0,NZJE,,,,,,0,2009-08-23T20:42:16+00:00
44804,NZDC,heliport,"Dunedin City Heliport",-45.882596,170.507947,5,OC,"New Zealand",NZ,"Otago Region",NZ-OTA,OTA,Dunedin,0,NZDC,,,,,,0,2022-09-15T13:52:08+00:00
44805,NZDH,heliport,"Dunedin Hospital Helipad",-45.868871,170.509674,159,OC,"New Zealand",NZ,"Otago Region",NZ-OTA,OTA,Dunedin,0,NZDH,,,,,,0,2022-09-15T14:03:11+00:00
355372,NZEV,heliport,"Eves Valley Heliport",-41.339923,173.077329,126,OC,"New Zealand",NZ,"Nelson Region",NZ-NSN,NSN,"Eves Valley",0,NZEV,,,,,,0,2022-06-30T06:17:36+00:00
44807,NZFH,heliport,"Fox Heliport",-43.4631,170,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,Fox,0,NZFH,,,,,FGL,0,2019-03-22T13:02:41+00:00
319530,NZFR,heliport,"Franz Josef Heliport",-43.37657,170.19396,434,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,"Franz Josef Glacier",0,NZFR,,,,,,0,2016-07-16T18:12:56+00:00
44809,NZJG,heliport,"Gisborne Hospital Heliport",-38.6411018371582,178.00399780273438,51,OC,"New Zealand",NZ,"Gisborne Region",NZ-GIS,GIS,Gisborne,0,NZJG,,,,,,0,2009-08-23T20:47:18+00:00
429814,NZ-0025,closed,"Gorge Creek Airstrip",-44.20799,168.30895,,OC,"New Zealand",NZ,"West Coast Region",NZ-WTC,WTC,Haast,0,,,,,,,0,2022-09-14T11:02:48+00:00
308629,NZ-0019,heliport,"Jennian Hangar, Waikato Hospital Heliport",-37.806281,175.280897,,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,Hamilton,0,NZHH,,,,,,0,2014-10-06T10:29:20+00:00
44830,NZJS,heliport,"Southland - Kew Hospital Heliport",-46.437198638916016,168.35899353027344,29,OC,"New Zealand",NZ,"Southland Region",NZ-STL,STL,Invercargill,0,NZJS,,,,,,0,2009-08-23T20:51:12+00:00
44810,NZJK,heliport,"Kaitaia Hospital Heliport",-35.11830139160156,173.26100158691406,100,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kaitaia,0,NZJK,,,,,,0,2009-08-23T20:38:15+00:00
44673,NZJI,heliport,"Bay of Islands Hospital Heliport",-35.385833740234375,174.07028198242188,200,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Kawakawa,0,NZJI,,,,,,0,2009-08-10T09:13:01+00:00
44813,NZKU,heliport,"Kupe Helipad",-39.799999,174.117004,100,OC,"New Zealand",NZ,"(Oil platforms)",NZ-XY,XY,"Kupe Platform",0,NZKU,,,,,,0,2022-10-23T20:06:47+00:00
44814,NZMX,heliport,"Maari Heliport",-39.974998,173.292007,60,OC,"New Zealand",NZ,"(Oil platforms)",NZ-XY,XY,"Maari Platform",0,NZMX,,,,,,0,2022-10-23T20:07:06+00:00
429843,NZOG,heliport,"Makarora Heliport",-44.233204,169.230083,990,OC,"New Zealand",NZ,"Otago Region",NZ-OTA,OTA,Makarora,0,NZOG,,,,,,0,2022-09-15T14:29:32+00:00
44815,NZSO,seaplane_base,"Marlborough Sounds Water Aerodrome",-41.0088996887207,174.08900451660156,,OC,"New Zealand",NZ,"Marlborough Region",NZ-MBH,MBH,"Malborough Sounds",0,NZSO,,,,,,0,2009-08-23T20:53:58+00:00
44840,NZMH,heliport,"Wairarapa Hospital Heliport",-40.9474983215332,175.6750030517578,367,OC,"New Zealand",NZ,"Wellington Region",NZ-WGN,WGN,Masterton,0,NZMH,,,,,,0,2009-08-23T21:05:36+00:00
44816,NZUA,heliport,"Maui A Heliport",-39.5583,173.449997,157,OC,"New Zealand",NZ,"(Oil platforms)",NZ-XY,XY,"Maui A Platform",0,NZUA,,,,,,0,2022-10-23T20:07:47+00:00
44817,NZUB,heliport,"Maui B Heliport",-39.650002,173.307999,114,OC,"New Zealand",NZ,"(Oil platforms)",NZ-XY,XY,"Maui B Platform",0,NZUB,,,,,,0,2022-10-23T20:07:24+00:00
44820,NZUR,heliport,"Murchison Hospital Heliport",-41.806525,172.328158,573,OC,"New Zealand",NZ,"Tasman Region",NZ-TAS,TAS,Murchison,0,NZUR,,,,,,0,2022-09-15T11:49:47+00:00
44821,NZNH,heliport,"Nelson Hospital Heliport",-41.288299560546875,173.27200317382812,180,OC,"New Zealand",NZ,"Nelson Region",NZ-NSN,NSN,Nelson,0,NZNH,,,,,,0,2009-08-23T20:54:33+00:00
44832,NZJQ,heliport,"Taranaki Base Hospital Heliport",-39.07292,174.054787,104,OC,"New Zealand",NZ,"Taranaki Region",NZ-TKI,TKI,"New Plymouth",0,NZJQ,,,,,,0,2022-09-15T12:07:00+00:00
429845,NZOR,heliport,"Oamaru Hospital Heliport",-45.099344,170.967479,13,OC,"New Zealand",NZ,"Otago Region",NZ-OTA,OTA,Oamaru,0,NZOR,,,,,,0,2022-09-15T14:49:54+00:00
44806,NZFG,heliport,"Fern Gully Heliport",-46.8949825431,168.11103344,70,OC,"New Zealand",NZ,"Southland Region",NZ-STL,STL,Oban,0,NZFG,,,,,,0,2010-01-24T08:02:44+00:00
44823,NZOB,heliport,"Ocean Beach Heliport",-46.589698791503906,168.30599975585938,20,OC,"New Zealand",NZ,"Southland Region",NZ-STL,STL,"Ocean Beach",0,NZOB,,,,,,0,2009-08-23T20:51:26+00:00
429939,NZ-0067,closed,"Ōkaihau South Airstrip",-35.34636,173.73629,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Ōkaihau,0,,,,,,,0,2022-09-19T12:35:03+00:00
429946,NZ-0074,closed,"Ngahuha Airstrip",-35.37072,173.98747,,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Pakaraka,0,,,,,,,0,2022-09-19T12:59:05+00:00
44824,NZJM,heliport,"Palmerston North Hospital Heliport",-40.337799072265625,175.61900329589844,128,OC,"New Zealand",NZ,"Manawatu-Wanganui Region",NZ-MWT,MWT,"Palmerston North",0,NZJM,,,,,,0,2009-08-23T21:01:01+00:00
44811,NZWE,heliport,"Kauaroa Bay Heliport",-36.8297004699707,175.0659942626953,15,OC,"New Zealand",NZ,"Auckland Region",NZ-AUK,AUK,"Poukaraka Flats",0,NZWE,,,,,,0,2009-08-23T20:47:45+00:00
44826,NZJW,heliport,"Rawene Hospital Heliport",-35.407158,173.506522,149,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,Rawene,0,NZJW,,,,,,0,2022-09-15T15:45:02+00:00
44827,NZJO,heliport,"Rotorua Hospital Heliport",-38.131900787353516,176.2469940185547,979,OC,"New Zealand",NZ,"Bay of Plenty Region",NZ-BOP,BOP,Rotorua,0,NZJO,,,,,,0,2009-08-23T21:01:31+00:00
44831,NZAH,heliport,"Taharoa Iron Sands Heliport",-38.165000915527344,174.7050018310547,,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,Taharoa,0,NZAH,,,,,,0,2009-08-23T21:13:00+00:00
44833,NZJT,heliport,"Taumarunui Hospital Heliport",-38.88970184326172,175.25100708007812,675,OC,"New Zealand",NZ,"Manawatu-Wanganui Region",NZ-MWT,MWT,Taumarunui,0,NZJT,,,,,,0,2009-08-23T21:04:21+00:00
44834,NZJZ,heliport,"Taupo Hospital Heliport",-38.69860076904297,176.0989990234375,1349,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,Taupo,0,NZJZ,,,,,,0,2009-08-23T21:09:26+00:00
44835,NZJA,heliport,"Tauranga Hospital Heliport",-37.7057991027832,176.1490020751953,17,OC,"New Zealand",NZ,"Bay of Plenty Region",NZ-BOP,BOP,Tauranga,0,NZJA,,,,,,0,2009-08-23T21:06:07+00:00
429912,NZ-0040,closed,"Paua Airport",-34.55534,172.89262,295,OC,"New Zealand",NZ,"Northland Region",NZ-NTL,NTL,"Te Kao",0,,,,,,,0,2022-09-19T11:12:24+00:00
44836,NZTQ,heliport,"Te Kuiti Hospital Heliport",-38.333900451660156,175.15199279785156,250,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,"Te Kuiti",0,NZTQ,,,,,,0,2009-08-23T21:10:15+00:00
348795,NZ-0028,closed,"Chatham Islands / Te Hapupu Airport",-43.791687,-176.354689,37,OC,"New Zealand",NZ,"Wellington Region",NZ-WGN,WGN,"Te One",0,,,,,,,0,2021-10-14T17:29:27+00:00
44837,NZJP,heliport,"Te Puia Springs Hospital Heliport",-38.05481607579999,178.304291368,760,OC,"New Zealand",NZ,"Gisborne Region",NZ-GIS,GIS,"Te Puia Springs",0,NZJP,,,,,,0,2010-02-12T11:14:33+00:00
429840,NZJD,heliport,"Thames Hospital Heliport",-37.135824,175.544529,50,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,Thames,0,NZJD,,,,,,0,2022-09-15T11:21:52+00:00
44838,NZJX,heliport,"Tokoroa Hospital Heliport",-38.23189926147461,175.86099243164062,1200,OC,"New Zealand",NZ,"Waikato Region",NZ-WKO,WKO,Tokoroa,0,NZJX,,,,,,0,2009-08-23T21:11:33+00:00
44839,NZUI,heliport,"Tui Helipad",-39.4319,173.233002,60,OC,"New Zealand",NZ,"(Oil platforms)",NZ-XY,XY,"Tui Platform",0,NZUI,,,,,,0,2022-10-23T20:08:08+00:00
44842,NZJY,heliport,"Wairoa Hospital Heliport",-39.04249954223633,177.41400146484375,59,OC,"New Zealand",NZ,"Hawke's Bay Region",NZ-HKB,HKB,Wairoa,0,NZJY,,,,,,0,2009-08-23T21:12:06+00:00
